Label (Grouping),Population 18 to 24 years,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Percent high school graduate or higher,Percent bachelor's degree or higher,Population 25 to 34 years,High school graduate or higher,Bachelor's degree or higher,Population 35 to 44 years,High school graduate or higher,Bachelor's degree or higher,Population 45 to 64 years,High school graduate or higher,Bachelor's degree or higher,Population 65 years and over,High school graduate or higher,Bachelor's degree or higher
"Census Tract 5067.02, Santa Clara County, California!!Female!!Margin of Error",±162,±6.0,±19.4,±21.1,±15.1,±184,±4.3,±3.7,±4.3,±7.1,±6.4,±7.3,±4.3,±5.5,±7.5,±149,±18.8,±12.4,±124,±10.9,±20.7,±107,±5.9,±11.2,±78,±17.7,±19.9
"Census Tract 5067.03, Santa Clara County, California!!Total!!Estimate",128,9.40%,7.00%,63.30%,20.30%,"2,520",0.50%,4.00%,21.10%,16.90%,10.90%,30.10%,16.50%,95.50%,46.50%,427,93.20%,36.50%,573,97.90%,48.50%,"1,071",96.90%,48.00%,449,91.10%,50.10%
"Census Tract 5067.03, Santa Clara County, California!!Total!!Margin of Error",±70,±14.1,±11.0,±30.3,±28.1,±166,±0.6,±2.6,±7.3,±4.9,±5.5,±7.1,±5.9,±2.7,±8.2,±142,±7.9,±24.7,±151,±4.3,±18.5,±113,±3.2,±11.0,±71,±7.9,±14.9
"Census Tract 5067.03, Santa Clara County, California!!Male!!Estimate",38,31.60%,23.70%,44.70%,0.00%,"1,122",0.50%,4.40%,22.20%,12.40%,8.70%,32.60%,19.20%,95.10%,51.80%,195,94.90%,30.30%,302,96.00%,57.30%,492,96.70%,53.30%,133,87.20%,65.40%
"Census Tract 5067.03, Santa Clara County, California!!Male!!Margin of Error",±35,±43.0,±33.4,±44.8,±53.4,±115,±1.0,±3.1,±8.7,±6.1,±5.0,±9.6,±7.5,±3.2,±10.5,±89,±8.0,±28.9,±93,±8.4,±19.4,±69,±3.6,±12.6,±52,±14.2,±21.6
"Census Tract 5067.03, Santa Clara County, California!!Female!!Estimate",90,0.00%,0.00%,71.10%,28.90%,"1,398",0.50%,3.70%,20.20%,20.50%,12.70%,28.00%,14.30%,95.80%,42.30%,232,91.80%,41.80%,271,100.00%,38.70%,579,97.10%,43.50%,316,92.70%,43.70%
"Census Tract 5067.03, Santa Clara County, California!!Female!!Margin of Error",±56,±34.1,±34.1,±38.8,±38.8,±143,±0.9,±3.2,±8.4,±7.0,±8.2,±9.0,±6.2,±3.3,±10.0,±78,±13.1,±24.5,±101,±13.7,±26.1,±75,±4.8,±15.2,±64,±7.3,±17.2
"Census Tract 5068.01, Santa Clara County, California!!Total!!Estimate",299,27.40%,18.70%,45.50%,8.40%,"3,807",0.90%,1.20%,10.80%,14.50%,9.40%,38.80%,24.30%,97.90%,63.20%,327,100.00%,85.90%,"1,062",98.60%,77.70%,"1,788",99.60%,60.90%,630,91.00%,33.50%
"Census Tract 5068.01, Santa Clara County, California!!Total!!Margin of Error",±175,±20.3,±22.0,±34.3,±12.0,±260,±0.8,±1.4,±4.1,±3.9,±3.6,±4.9,±4.9,±1.5,±5.8,±135,±11.5,±13.5,±156,±2.0,±8.5,±190,±0.7,±8.2,±136,±8.6,±12.8
"Census Tract 5068.01, Santa Clara County, California!!Male!!Estimate",211,21.80%,26.50%,45.00%,6.60%,"1,808",0.40%,0.80%,7.40%,10.20%,9.00%,39.70%,32.60%,98.80%,72.30%,178,100.00%,100.00%,479,100.00%,80.00%,882,99.20%,71.20%,269,94.40%,43.90%
"Census Tract 5068.01, Santa Clara County, California!!Male!!Margin of Error",±162,±21.6,±27.0,±45.2,±13.0,±163,±0.7,±1.3,±5.3,±4.5,±4.4,±7.2,±7.1,±1.4,±7.5,±91,±20.0,±20.0,±89,±8.0,±9.2,±133,±1.4,±10.5,±62,±8.5,±18.9
"Census Tract 5068.01, Santa Clara County, California!!Female!!Estimate",88,40.90%,0.00%,46.60%,12.50%,"1,999",1.40%,1.50%,13.90%,18.50%,9.90%,38.10%,16.80%,97.10%,54.90%,149,100.00%,69.10%,583,97.40%,75.80%,906,100.00%,50.80%,361,88.40%,25.80%
"Census Tract 5068.01, Santa Clara County, California!!Female!!Margin of Error",±67,±46.4,±34.6,±42.6,±27.2,±184,±1.5,±1.7,±5.4,±6.1,±5.9,±6.2,±6.1,±2.0,±7.1,±93,±23.2,±26.4,±108,±3.6,±12.9,±96,±4.3,±10.4,±115,±10.1,±12.2
"Census Tract 5068.02, Santa Clara County, California!!Total!!Estimate",307,0.00%,16.60%,68.10%,15.30%,"3,682",2.10%,1.60%,18.00%,25.00%,7.10%,31.90%,14.30%,96.30%,46.20%,694,100.00%,54.50%,818,98.80%,72.40%,"1,445",96.10%,35.20%,725,90.50%,30.60%
"Census Tract 5068.02, Santa Clara County, California!!Total!!Margin of Error",±103,±12.2,±13.2,±15.8,±12.9,±329,±1.6,±1.0,±5.3,±3.6,±2.6,±4.5,±3.4,±2.1,±5.2,±189,±5.6,±15.8,±144,±2.0,±10.3,±134,±3.6,±7.4,±260,±5.3,±9.6
"Census Tract 5068.02, Santa Clara County, California!!Male!!Estimate",116,0.00%,8.60%,65.50%,25.90%,"1,764",3.10%,1.00%,14.90%,23.60%,6.00%,36.10%,15.40%,95.90%,51.50%,312,100.00%,54.50%,370,100.00%,79.70%,743,95.60%,39.60%,339,88.50%,44.00%
"Census Tract 5068.02, Santa Clara County, California!!Male!!Margin of Error",±73,±28.4,±15.7,±31.2,±29.1,±180,±2.2,±1.2,±6.2,±5.7,±3.2,±5.6,±4.5,±2.5,±6.4,±111,±12.0,±21.0,±81,±10.2,±12.8,±95,±4.1,±9.4,±131,±7.1,±13.4
"Census Tract 5068.02, Santa Clara County, California!!Female!!Estimate",191,0.00%,21.50%,69.60%,8.90%,"1,918",1.20%,2.10%,20.90%,26.30%,8.10%,28.00%,13.30%,96.70%,41.30%,382,100.00%,54.50%,448,97.80%,66.30%,702,96.60%,30.60%,386,92.20%,18.90%
"Census Tract 5068.02, Santa Clara County, California!!Female!!Margin of Error",±98,±18.8,±17.5,±16.1,±12.2,±201,±1.3,±1.7,±7.2,±6.0,±3.5,±6.0,±5.1,±2.2,±5.9,±117,±9.9,±19.0,±88,±3.8,±12.1,±79,±3.7,±9.4,±158,±5.6,±8.6
"Census Tract 5068.03, Santa Clara County, California!!Total!!Estimate",579,12.30%,29.40%,42.10%,16.20%,"4,373",3.90%,2.50%,14.40%,15.50%,8.00%,38.60%,17.00%,93.50%,55.60%,592,85.80%,42.10%,"1,359",99.00%,74.80%,"1,701",95.60%,51.90%,721,84.60%,39.30%
"Census Tract 5068.03, Santa Clara County, California!!Total!!Margin of Error",±148,±14.1,±15.9,±17.5,±14.1,±240,±2.8,±1.8,±5.1,±3.8,±3.1,±7.3,±3.9,±3.3,±7.3,±211,±14.1,±20.0,±207,±1.5,±10.5,±181,±4.0,±12.2,±98,±9.2,±10.8
"Census Tract 5068.03, Santa Clara County, California!!Male!!Estimate",303,5.90%,36.30%,51.50%,6.30%,"2,256",3.70%,2.40%,13.80%,12.50%,9.10%,40.40%,18.00%,93.90%,58.40%,342,75.40%,21.60%,717,100.00%,72.00%,904,96.90%,60.50%,293,91.50%,61.80%
"Census Tract 5068.03, Santa Clara County, California!!Male!!Margin of Error",±136,±9.1,±23.2,±24.8,±10.6,±221,±3.9,±2.8,±6.7,±5.1,±5.5,±10.7,±5.8,±4.7,±10.7,±157,±21.6,±21.0,±152,±5.4,±12.3,±119,±4.5,±16.0,±62,±12.6,±19.0
"Census Tract 5068.03, Santa Clara County, California!!Female!!Estimate",276,19.20%,21.70%,31.90%,27.20%,"2,117",4.20%,2.70%,15.00%,18.60%,6.80%,36.80%,15.80%,93.10%,52.60%,250,100.00%,70.00%,642,97.80%,78.00%,797,94.20%,42.20%,428,79.90%,23.80%
"Census Tract 5068.03, Santa Clara County, California!!Female!!Margin of Error",±148,±27.3,±24.7,±18.4,±20.0,±177,±3.0,±1.8,±5.7,±5.4,±3.5,±8.2,±6.2,±3.5,±7.4,±120,±14.7,±23.4,±154,±3.2,±12.5,±136,±6.2,±13.2,±85,±11.6,±13.5
"Census Tract 5068.04, Santa Clara County, California!!Total!!Estimate",136,8.80%,38.20%,33.80%,19.10%,"2,482",1.70%,1.90%,10.60%,18.80%,9.00%,36.20%,21.80%,96.40%,58.00%,199,100.00%,48.20%,645,96.40%,77.70%,"1,043",98.90%,58.80%,595,90.60%,38.70%
"Census Tract 5068.04, Santa Clara County, California!!Total!!Margin of Error",±53,±12.7,±25.1,±21.6,±23.7,±139,±1.5,±1.3,±5.3,±4.7,±3.7,±6.5,±5.5,±2.0,±7.3,±89,±18.1,±24.6,±80,±3.7,±11.0,±87,±1.6,±11.8,±91,±5.7,±12.5
"Census Tract 5068.04, Santa Clara County, California!!Male!!Estimate",65,18.50%,16.90%,64.60%,0.00%,"1,123",1.10%,3.50%,8.90%,11.90%,9.70%,35.50%,29.40%,95.50%,64.90%,85,100.00%,54.10%,298,96.00%,91.90%,462,97.60%,61.50%,278,89.90%,45.00%
"Census Tract 5068.04, Santa Clara County, California!!Male!!Margin of Error",±48,±27.7,±20.4,±27.4,±40.8,±101,±1.5,±2.8,±6.3,±5.6,±6.2,±8.1,±8.0,±3.1,±8.5,±51,±35.4,±34.7,±45,±5.8,±7.7,±94,±3.6,±15.3,±53,±8.9,±17.7
"Census Tract 5068.04, Santa Clara County, California!!Female!!Estimate",71,0.00%,57.70%,5.60%,36.60%,"1,359",2.20%,0.70%,11.90%,24.50%,8.40%,36.70%,15.60%,97.10%,52.30%,114,100.00%,43.90%,347,96.80%,65.40%,581,100.00%,56.60%,317,91.20%,33.10%
"Census Tract 5068.04, Santa Clara County, California!!Female!!Margin of Error",±40,±39.0,±42.4,±14.1,±42.3,±118,±1.9,±1.0,±5.4,±6.7,±4.3,±8.6,±5.9,±2.1,±8.4,±60,±28.8,±29.0,±70,±5.0,±18.5,±84,±6.6,±13.3,±73,±7.4,±14.2
"Census Tract 5069, Santa Clara County, California!!Total!!Estimate",249,26.50%,14.50%,48.20%,10.80%,"5,149",0.90%,3.20%,9.80%,14.50%,8.50%,39.10%,24.00%,95.90%,63.10%,503,100.00%,64.00%,"1,372",100.00%,87.30%,"1,890",92.60%,59.00%,"1,384",94.80%,44.30%
"Census Tract 5069, Santa Clara County, California!!Total!!Margin of Error",±114,±19.0,±16.3,±26.5,±14.2,±346,±0.9,±1.7,±2.9,±3.2,±3.0,±4.4,±4.4,±1.9,±5.4,±240,±7.6,±16.7,±245,±2.9,±7.8,±227,±4.4,±10.5,±174,±3.0,±8.2
"Census Tract 5069, Santa Clara County, California!!Male!!Estimate",119,47.90%,30.30%,21.80%,0.00%,"2,445",0.70%,1.90%,9.00%,12.10%,9.90%,31.80%,34.80%,97.50%,66.50%,232,100.00%,46.60%,661,100.00%,93.20%,939,96.30%,63.90%,613,95.60%,49.40%
"Census Tract 5069, Santa Clara County, California!!Male!!Margin of Error",±74,±30.6,±26.8,±25.0,±27.9,±178,±1.0,±1.6,±4.5,±3.7,±5.2,±6.9,±7.3,±1.9,±6.7,±132,±15.8,±30.4,±139,±5.9,±6.5,±131,±3.7,±12.1,±105,±4.8,±11.7
"Census Tract 5069, Santa Clara County, California!!Female!!Estimate",130,6.90%,0.00%,72.30%,20.80%,"2,704",1.20%,4.30%,10.50%,16.80%,7.30%,45.60%,14.30%,94.50%,59.90%,271,100.00%,79.00%,711,100.00%,81.90%,951,89.10%,54.20%,771,94.20%,40.20%
"Census Tract 5069, Santa Clara County, California!!Female!!Margin of Error",±105,±12.9,±26.0,±34.2,±30.2,±221,±1.5,±2.8,±3.7,±5.0,±3.5,±7.4,±4.7,±3.2,±7.1,±128,±13.7,±17.1,±130,±5.5,±12.1,±142,±7.7,±12.4,±151,±4.5,±9.6
"Census Tract 5070.01, Santa Clara County, California!!Total!!Estimate",226,0.00%,18.10%,75.70%,6.20%,"5,266",1.80%,1.30%,6.30%,14.30%,9.60%,36.50%,30.30%,96.90%,66.80%,587,100.00%,63.50%,950,100.00%,77.60%,"2,283",98.90%,71.90%,"1,446",90.50%,52.90%
"Census Tract 5070.01, Santa Clara County, California!!Total!!Margin of Error",±123,±16.2,±16.6,±19.7,±10.5,±275,±1.4,±1.2,±2.8,±3.5,±4.2,±4.9,±5.2,±1.7,±5.2,±168,±6.6,±24.8,±175,±4.1,±12.3,±241,±1.3,±7.4,±178,±5.6,±9.0
"Census Tract 5070.01, Santa Clara County, California!!Male!!Estimate",58,0.00%,0.00%,100.00%,0.00%,"2,400",1.00%,1.50%,5.50%,11.90%,5.80%,38.80%,35.50%,97.50%,74.30%,242,100.00%,55.40%,381,100.00%,86.10%,"1,167",100.00%,81.10%,610,90.00%,61.60%
"Census Tract 5070.01, Santa Clara County, California!!Male!!Margin of Error",±63,±43.2,±43.2,±43.2,±43.2,±188,±1.3,±1.6,±4.1,±4.2,±4.3,±7.6,±7.9,±1.6,±5.9,±97,±15.2,±31.5,±114,±10.0,±12.9,±170,±3.4,±9.0,±118,±5.9,±11.9
"Census Tract 5070.01, Santa Clara County, California!!Female!!Estimate",168,0.00%,24.40%,67.30%,8.30%,"2,866",2.40%,1.20%,6.90%,16.20%,12.90%,34.60%,25.90%,96.50%,60.40%,345,100.00%,69.30%,569,100.00%,71.90%,"1,116",97.80%,62.30%,836,90.80%,46.50%
"Census Tract 5070.01, Santa Clara County, California!!Female!!Margin of Error",±104,±21.0,±22.0,±25.9,±14.8,±204,±1.9,±1.0,±3.0,±5.0,±5.2,±6.1,±5.5,±2.2,±6.6,±123,±10.9,±23.5,±126,±6.8,±16.9,±169,±2.7,±11.3,±113,±6.9,±10.7
"Census Tract 5070.02, Santa Clara County, California!!Total!!Estimate",90,0.00%,45.60%,41.10%,13.30%,"1,967",0.00%,0.60%,4.00%,14.80%,4.30%,43.10%,33.30%,99.40%,76.40%,269,100.00%,75.80%,364,100.00%,72.50%,961,100.00%,80.70%,373,97.10%,69.40%
"Census Tract 5070.02, Santa Clara County, California!!Total!!Margin of Error",±46,±34.1,±28.5,±30.0,±19.9,±146,±2.0,±0.9,±3.3,±6.0,±2.5,±6.2,±6.0,±0.9,±6.3,±135,±13.8,±22.0,±117,±10.4,±12.8,±96,±4.1,±8.5,±46,±4.5,±13.3
"Census Tract 5070.02, Santa Clara County, California!!Male!!Estimate",58,0.00%,70.70%,29.30%,0.00%,968,0.00%,0.00%,5.40%,12.90%,4.40%,39.20%,38.10%,100.00%,77.30%,168,100.00%,75.60%,139,100.00%,76.30%,487,100.00%,78.20%,174,100.00%,77.00%
"Census Tract 5070.02, Santa Clara County, California!!Male!!Margin of Error",±36,±43.2,±36.2,±36.2,±43.2,±100,±4.0,±4.0,±6.3,±6.7,±3.6,±8.5,±7.6,±4.0,±8.3,±92,±21.0,±30.8,±61,±24.6,±19.2,±61,±7.9,±11.0,±40,±20.4,±17.4
"Census Tract 5070.02, Santa Clara County, California!!Female!!Estimate",32,0.00%,0.00%,62.50%,37.50%,999,0.00%,1.10%,2.60%,16.60%,4.10%,46.90%,28.60%,98.90%,75.60%,101,100.00%,76.20%,225,100.00%,70.20%,474,100.00%,83.30%,199,94.50%,62.80%
"Census Tract 5070.02, Santa Clara County, California!!Female!!Margin of Error",±31,±58.2,±58.2,±48.6,±48.6,±90,±3.9,±1.7,±2.2,±6.7,±3.4,±8.5,±8.0,±1.7,±7.6,±60,±31.5,±26.2,±65,±16.2,±16.3,±56,±8.1,±9.5,±49,±8.6,±17.8
"Census Tract 5071, Santa Clara County, California!!Total!!Estimate",225,0.00%,15.60%,42.70%,41.80%,"1,708",0.00%,0.70%,10.40%,21.40%,7.30%,40.30%,19.80%,99.30%,60.10%,403,100.00%,60.30%,279,100.00%,63.40%,786,100.00%,61.10%,240,95.00%,52.90%
"Census Tract 5071, Santa Clara County, California!!Total!!Margin of Error",±111,±16.2,±16.0,±32.9,±31.7,±168,±2.3,±1.1,±4.6,±7.2,±3.2,±7.8,±4.8,±1.1,±7.4,±103,±9.4,±15.5,±85,±13.3,±15.6,±117,±5.0,±11.4,±41,±7.9,±22.4
"Census Tract 5071, Santa Clara County, California!!Male!!Estimate",27,0.00%,33.30%,66.70%,0.00%,738,0.00%,0.00%,8.90%,18.30%,5.40%,45.10%,22.20%,100.00%,67.30%,144,100.00%,59.70%,107,100.00%,68.20%,348,100.00%,71.60%,139,100.00%,64.00%
"Census Tract 5071, Santa Clara County, California!!Male!!Margin of Error",±24,±63.3,±48.3,±48.3,±63.3,±117,±5.3,±5.3,±5.4,±9.3,±4.3,±11.0,±7.6,±5.3,±10.4,±61,±23.9,±25.5,±48,±30.2,±19.5,±62,±10.8,±17.7,±42,±24.6,±26.4
"Census Tract 5071, Santa Clara County, California!!Female!!Estimate",198,0.00%,13.10%,39.40%,47.50%,970,0.00%,1.20%,11.50%,23.80%,8.80%,36.70%,17.90%,98.80%,54.60%,259,100.00%,60.60%,172,100.00%,60.50%,438,100.00%,52.70%,101,88.10%,37.60%
"Census Tract 5071, Santa Clara County, California!!Female!!Margin of Error",±115,±18.2,±16.1,±37.1,±35.9,±109,±4.0,±2.0,±6.6,±8.1,±4.8,±9.5,±5.8,±2.0,±8.8,±79,±14.3,±18.6,±56,±20.6,±19.1,±89,±8.7,±14.3,±47,±18.1,±27.8
"Census Tract 5072.03, Santa Clara County, California!!Total!!Estimate",84,0.00%,54.80%,22.60%,22.60%,"1,452",0.70%,2.10%,7.40%,18.70%,7.70%,29.60%,33.80%,97.20%,63.40%,176,100.00%,44.30%,498,100.00%,73.30%,502,92.00%,52.60%,276,100.00%,77.50%
"Census Tract 5072.03, Santa Clara County, California!!Total!!Margin of Error",±55,±35.6,±35.5,±21.3,±23.6,±227,±1.0,±2.4,±5.2,±6.8,±3.9,±6.3,±9.0,±2.7,±7.9,±74,±20.2,±27.6,±168,±7.7,±9.4,±137,±7.6,±11.4,±120,±13.5,±20.0
"Census Tract 5072.03, Santa Clara County, California!!Male!!Estimate",37,0.00%,70.30%,29.70%,0.00%,779,0.00%,1.90%,5.00%,18.40%,6.80%,33.90%,34.00%,98.10%,67.90%,82,100.00%,37.80%,238,100.00%,84.00%,337,95.50%,55.80%,122,100.00%,90.20%
"Census Tract 5072.03, Santa Clara County, California!!Male!!Margin of Error",±35,±54.1,±43.9,±43.9,±54.1,±139,±5.0,±3.2,±5.4,±8.9,±4.5,±10.5,±12.2,±3.2,±10.4,±59,±36.1,±38.6,±102,±15.4,±13.4,±101,±7.6,±12.7,±65,±27.3,±15.3
"Census Tract 5072.03, Santa Clara County, California!!Female!!Estimate",47,0.00%,42.60%,17.00%,40.40%,673,1.50%,2.20%,10.30%,19.00%,8.80%,24.70%,33.60%,96.30%,58.20%,94,100.00%,50.00%,260,100.00%,63.50%,165,84.80%,46.10%,154,100.00%,67.50%
"Census Tract 5072.03, Santa Clara County, California!!Female!!Margin of Error",±45,±48.0,±54.3,±25.4,±38.3,±127,±2.3,±3.7,±10.0,±12.4,±6.0,±9.1,±10.7,±4.3,±12.6,±51,±33.1,±38.0,±87,±14.2,±18.9,±73,±16.1,±22.6,±78,±22.6,±30.9
"Census Tract 5072.05, Santa Clara County, California!!Total!!Estimate",139,7.20%,7.90%,57.60%,27.30%,"3,441",0.50%,0.50%,7.40%,17.50%,10.20%,38.00%,26.00%,99.00%,63.90%,343,100.00%,74.10%,794,99.10%,60.50%,"1,359",100.00%,66.70%,945,97.10%,59.30%
"Census Tract 5072.05, Santa Clara County, California!!Total!!Margin of Error",±75,±12.2,±13.5,±38.0,±36.1,±196,±0.6,±0.5,±5.3,±4.2,±4.1,±5.1,±5.0,±0.7,±6.8,±148,±11.0,±14.6,±130,±1.3,±14.8,±102,±2.9,±9.4,±116,±2.4,±8.3
"Census Tract 5072.05, Santa Clara County, California!!Male!!Estimate",45,22.20%,0.00%,77.80%,0.00%,"1,636",0.60%,1.00%,7.10%,14.80%,6.50%,36.90%,33.10%,98.40%,70.00%,136,100.00%,50.70%,393,98.20%,61.80%,645,100.00%,80.60%,462,95.90%,68.00%
"Census Tract 5072.05, Santa Clara County, California!!Male!!Margin of Error",±44,±40.2,±49.0,±40.2,±49.0,±149,±0.9,±1.1,±7.0,±6.4,±3.9,±7.5,±7.4,±1.4,±9.0,±83,±25.1,±34.0,±89,±2.8,±21.8,±73,±6.0,±9.8,±100,±4.2,±11.6
"Census Tract 5072.05, Santa Clara County, California!!Female!!Estimate",94,0.00%,11.70%,47.90%,40.40%,"1,805",0.40%,0.00%,7.60%,20.00%,13.50%,38.90%,19.50%,99.60%,58.40%,207,100.00%,89.40%,401,100.00%,59.10%,714,100.00%,54.10%,483,98.30%,50.90%
"Census Tract 5072.05, Santa Clara County, California!!Female!!Margin of Error",±64,±33.1,±20.4,±44.8,±46.3,±131,±0.7,±2.2,±4.7,±5.2,±6.0,±6.4,±5.4,±0.7,±7.8,±91,±17.5,±16.7,±82,±9.5,±17.8,±63,±5.4,±12.5,±81,±2.8,±12.9
"Census Tract 5072.06, Santa Clara County, California!!Total!!Estimate",95,18.90%,47.40%,11.60%,22.10%,"1,881",0.60%,0.50%,8.60%,12.40%,5.90%,36.70%,35.20%,98.90%,72.00%,130,100.00%,55.40%,431,100.00%,80.50%,873,100.00%,70.30%,447,95.30%,71.80%
"Census Tract 5072.06, Santa Clara County, California!!Total!!Margin of Error",±52,±22.5,±33.4,±19.1,±30.8,±167,±0.9,±0.8,±4.8,±4.3,±4.2,±6.8,±6.7,±0.9,±6.8,±104,±26.0,±27.6,±136,±8.9,±14.4,±160,±4.5,±9.4,±125,±3.9,±10.8
"Census Tract 5072.06, Santa Clara County, California!!Male!!Estimate",67,14.90%,53.70%,16.40%,14.90%,942,1.20%,0.00%,1.00%,6.30%,5.20%,41.40%,45.00%,98.80%,86.40%,46,100.00%,93.50%,201,100.00%,100.00%,465,100.00%,77.40%,230,95.20%,91.30%
"Census Tract 5072.06, Santa Clara County, California!!Male!!Margin of Error",±44,±24.3,±39.3,±26.1,±26.1,±129,±1.8,±4.2,±1.5,±4.5,±5.5,±8.1,±10.3,±1.8,±6.9,±45,±48.5,±38.6,±104,±17.9,±17.9,±97,±8.2,±12.8,±77,±7.3,±9.8
"Census Tract 5072.06, Santa Clara County, California!!Female!!Estimate",28,28.60%,32.10%,0.00%,39.30%,939,0.00%,1.10%,16.20%,18.60%,6.60%,32.10%,25.50%,98.90%,57.50%,84,100.00%,34.50%,230,100.00%,63.50%,408,100.00%,62.30%,217,95.40%,51.20%
"Census Tract 5072.06, Santa Clara County, California!!Female!!Margin of Error",±26,±45.0,±44.1,±62.2,±52.3,±103,±4.2,±1.6,±8.5,±6.3,±6.3,±10.3,±7.1,±1.6,±10.6,±68,±35.6,±42.3,±80,±15.9,±24.1,±96,±9.3,±14.1,±71,±6.8,±19.7
"Census Tract 5073.01, Santa Clara County, California!!Total!!Estimate",255,16.90%,10.60%,45.50%,27.10%,"4,982",1.00%,1.60%,5.00%,12.30%,4.90%,34.00%,41.10%,97.30%,75.10%,361,100.00%,66.20%,693,100.00%,89.20%,"2,236",100.00%,83.20%,"1,692",92.10%,60.60%
"Census Tract 5073.01, Santa Clara County, California!!Total!!Margin of Error",±112,±14.6,±12.0,±21.3,±21.1,±285,±0.8,±1.2,±1.7,±3.6,±2.2,±4.4,±4.6,±1.3,±4.6,±197,±10.5,±22.5,±157,±5.6,±10.2,±248,±1.8,±6.0,±242,±3.7,±8.0
"Census Tract 5073.01, Santa Clara County, California!!Male!!Estimate",114,28.10%,14.00%,38.60%,19.30%,"2,259",0.80%,1.30%,1.60%,6.40%,3.00%,31.90%,55.00%,97.90%,86.90%,183,100.00%,67.20%,282,100.00%,94.00%,"1,135",100.00%,91.70%,659,92.90%,81.00%
"Census Tract 5073.01, Santa Clara County, California!!Male!!Margin of Error",±73,±27.0,±21.8,±26.3,±29.7,±190,±1.2,±1.3,±1.6,±4.0,±2.2,±6.4,±6.6,±1.4,±4.9,±113,±19.5,±32.0,±102,±13.2,±8.9,±150,±3.5,±5.2,±119,±4.7,±9.0
"Census Tract 5073.01, Santa Clara County, California!!Female!!Estimate",141,7.80%,7.80%,51.10%,33.30%,"2,723",1.20%,1.90%,7.80%,17.20%,6.50%,35.70%,29.60%,96.80%,65.30%,178,100.00%,65.20%,411,100.00%,85.90%,"1,101",100.00%,74.40%,"1,033",91.70%,47.50%
"Census Tract 5073.01, Santa Clara County, California!!Female!!Margin of Error",±89,±13.1,±12.6,±30.4,±28.2,±197,±1.0,±1.6,±2.8,±5.5,±3.4,±6.0,±5.7,±1.9,±6.7,±136,±20.0,±36.1,±92,±9.3,±15.6,±127,±3.6,±9.8,±171,±4.8,±11.3
"Census Tract 5073.02, Santa Clara County, California!!Total!!Estimate",111,9.90%,4.50%,38.70%,46.80%,"1,758",0.00%,0.00%,9.70%,6.30%,3.30%,44.70%,35.90%,100.00%,80.70%,31,100.00%,74.20%,363,100.00%,96.70%,831,100.00%,82.90%,533,100.00%,66.60%
"Census Tract 5073.02, Santa Clara County, California!!Total!!Margin of Error",±61,±16.0,±10.6,±35.3,±42.1,±156,±2.2,±2.2,±4.9,±3.6,±2.5,±8.8,±7.2,±2.2,±6.4,±31,±59.1,±44.3,±63,±10.4,±5.1,±62,±4.7,±8.6,±142,±7.2,±14.7
"Census Tract 5073.02, Santa Clara County, California!!Male!!Estimate",73,15.10%,6.80%,27.40%,50.70%,883,0.00%,0.00%,7.80%,5.90%,5.00%,37.50%,43.80%,100.00%,81.30%,14,100.00%,42.90%,211,100.00%,94.30%,409,100.00%,81.70%,249,100.00%,71.90%
"Census Tract 5073.02, Santa Clara County, California!!Male!!Margin of Error",±44,±26.6,±16.2,±45.4,±50.7,±64,±4.4,±4.4,±5.2,±4.9,±4.4,±9.7,±9.1,±4.4,±7.9,±20,±87.9,±57.1,±48,±17.2,±8.8,±54,±9.3,±10.8,±51,±14.8,±16.2
"Census Tract 5073.02, Santa Clara County, California!!Female!!Estimate",38,0.00%,0.00%,60.50%,39.50%,875,0.00%,0.00%,11.70%,6.70%,1.60%,52.00%,28.00%,100.00%,80.00%,17,100.00%,100.00%,152,100.00%,100.00%,422,100.00%,84.10%,284,100.00%,62.00%
"Census Tract 5073.02, Santa Clara County, California!!Female!!Margin of Error",±34,±53.4,±53.4,±48.4,±48.4,±137,±4.5,±4.5,±6.0,±4.5,±2.6,±12.3,±10.5,±4.5,±6.5,±21,±79.8,±79.8,±31,±22.9,±22.9,±40,±9.0,±9.2,±127,±13.1,±17.3
"Census Tract 5074.01, Santa Clara County, California!!Total!!Estimate",262,11.10%,37.40%,28.20%,23.30%,"3,756",1.10%,2.20%,3.50%,10.00%,3.40%,36.40%,43.40%,96.70%,79.80%,236,100.00%,71.60%,782,97.70%,92.50%,"1,699",99.00%,86.90%,"1,039",91.30%,60.60%
"Census Tract 5074.01, Santa Clara County, California!!Total!!Margin of Error",±94,±10.8,±12.7,±18.1,±13.1,±167,±1.4,±1.2,±2.1,±2.5,±1.4,±3.7,±4.4,±1.9,±4.1,±93,±15.5,±16.0,±125,±2.5,±4.5,±80,±1.1,±4.7,±99,±5.6,±9.0
"Census Tract 5074.01, Santa Clara County, California!!Male!!Estimate",166,17.50%,37.30%,25.30%,19.90%,"1,812",0.90%,1.40%,2.20%,7.70%,1.00%,31.50%,55.30%,97.70%,86.80%,102,100.00%,81.40%,349,97.70%,91.40%,883,98.10%,90.10%,478,96.70%,78.20%
